"","G2.P2.G2P4R6.brain","H2.P2.G1P3P5.brain","B3.P2.O2P4P5.brain","C3.P2.O1R4G5.brain","E3.P2.G2R4P6.brain","G3.P2.G2G4R5.brain","H3.P2.O3O4R6.brain","C4.P2.R1G2R5.brain","D4.P2.O1P2R4.brain","E4.P2.R2R5G6.brain","H4.P2.G2G3O4.brain","A5.P2.R3O5G6.brain","B5.P2.G2P3O6.brain","C5.P2.G3O4G6.brain","G5.P2.R1G3O5.brain","H5.P2.O1R2G6.brain","A6.P2.G1G2G6.brain","D6.P2.G3P4O5.brain","F6.P2.O2O3G6.brain","G6.P2.R1R4R6.brain","C7.P2.G2O3O4.brain","E7.P2.O1G2P3.brain","F7.P2.P3O5R6.brain","G7.P2.O1P5R6.brain","H7.P2.O2P3O6.brain","B8.P2.P3R4G6.brain","D8.P2.R3P5G6.brain","A9.P2.P1G4G5.brain","B9.P2.O2R5R6.brain","E9.P2.G4G5R6.brain","H9.P2.R1O2P4.brain","B10.P2.G1O5P6.brain","C10.P2.R2O3O5.brain","D10.P2.R3O5O6.brain","F10.P2.R2P5P6.brain","G10.P2.R1O2P6.brain","B11.P2.G1R2P5.brain","C11.P2.P2G3P6.brain","D11.P2.G1R4P6.brain","F11.P2.G1O3R6.brain","G11.P2.R1P2O5.brain","H11.P2.P3O5O6.brain","A12.P2.R3R5R6.brain","D12.P2.R3G5O6.brain","G12.P2.P3O4R6.brain"
"LOC105937352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937374",5,0,0,0,220,16,0,0,0,1,0,0,1,52,0,2,0,2,0,0,0,0,91,1,0,0,0,0,0,0,1,1,1,0,0,6,0,1,0,0,2,0,0,0,0
"LOC105937375",0,0,1,0,22,1,4,2,29,176,0,68,1,0,1,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,137,0,0,0,0,40,7,30,18
"LOC105937376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937378",40,357,49,48,4,2,130,262,163,74,65,29,176,196,27,213,31,47,318,74,53,5,95,81,200,59,216,7,143,50,95,11,156,330,114,31,7,8,69,7,53,276,12,43,312
"LOC105937379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937381",4842,3514,6201,3679,1824,1999,1863,9037,3362,7000,1080,1846,3214,2365,4037,5659,8281,2180,8035,1853,5890,5455,4104,4073,2444,2299,2122,5620,7599,2459,1568,6501,6007,5838,6772,7839,1653,4643,4997,3515,6601,3262,6328,2145,4366
"LOC105937383",48,154,0,0,1,0,11,0,0,39,0,0,0,1,0,2,120,46,80,0,19,97,1,0,0,0,0,1,11,1,111,51,144,0,0,152,0,0,21,1,0,1,86,140,87
"LOC105937385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,16
"LOC105937392",0,0,0,0,3,0,21,0,0,50,0,0,0,0,0,0,1,0,1,0,0,52,0,0,0,0,0,0,1,0,0,37,0,0,1,0,9,0,0,2,0,0,69,0,0
"LOC105937393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937401",0,0,23,0,0,1,1,1,1,0,0,0,0,0,0,0,29,0,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,83,0,0,0,0,81,0,0
"LOC105937405",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937407",2,0,0,0,5,0,0,0,0,0,0,20,3,116,0,0,8,0,0,0,0,0,0,69,0,0,1,0,0,36,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0
"LOC105937411",10,0,108,65,43,0,122,4,119,37,81,38,26,2,4,350,33,28,76,1,142,47,63,128,1,46,1,128,103,0,234,0,34,21,241,43,5,50,116,45,83,121,1,66,161
"LOC105937414",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937422",0,1,26,15,81,0,2,187,53,0,0,0,0,0,0,125,0,25,0,62,0,0,1,1,0,2,3,0,0,0,0,1,11,125,0,1,0,0,0,1,1,1,0,0,0
"LOC105937424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937429",49,73,0,0,0,0,196,0,0,0,203,0,0,0,0,0,0,0,0,0,49,0,1,6,0,0,0,0,0,2,0,1,0,11,56,111,0,2,2,0,77,0,1,112,218
"LOC105937430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937438",146,41,1,0,0,0,36,1,36,0,0,0,0,0,1,0,1,0,0,0,0,0,1,82,1,0,0,1,0,156,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0
"LOC105937441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC105937443",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,482,0,0,48,0,0,0,0,53
"LOC105937449",0,0,0,0,0,16,103,0,0,0,1,80,9,0,0,0,0,0,0,0,0,0,0,37,0,33,0,0,56,0,0,0,0,0,0,110,0,1,0,0,0,2,0,0,0
"LOC105937454",321,73,1,1,1,1,152,4,9,248,1,8,2,3,1,3,0,2,1,237,176,39,125,2,54,1,27,0,146,1,0,40,102,48,138,243,2,6,1,82,41,68,0,297,1
"LOC105937459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937466",1,14,5,107,1,0,2,0,0,8,0,0,0,0,11,1,0,4,0,0,0,0,0,80,1,1,1,1,0,0,1,35,0,31,93,97,2,0,0,0,0,0,46,1,0
"LOC105937469",0,0,402,0,0,0,1,0,0,376,0,0,1,0,1,0,0,0,0,0,33,0,0,0,123,0,0,0,19,0,0,115,0,0,0,0,5,0,47,30,88,0,0,0,0
"LOC105937471",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937485",383,719,94,49,104,8,13,340,571,22,291,182,834,152,303,433,166,251,410,0,455,521,30,444,0,35,72,38,371,57,352,619,249,21,57,95,140,157,367,373,423,569,351,354,270
"LOC105937490",0,0,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,66,0,1,0,0,118,0,30,1,102,0,0,0,0,2,0,0,0,0,0,0
"LOC105937493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937494",0,2,7,13,0,0,7,3,58,2,2,0,3,0,4,1,168,1,47,0,0,0,0,0,2,114,15,0,4,9,0,53,1,0,189,13,0,23,125,0,130,108,2,0,76
"LOC105937502",247,23,0,14,0,0,170,1,115,1,0,0,1,1,35,2,2,0,1,0,78,7,131,4,1,74,5,0,1,2,0,1,0,0,145,2,0,159,65,4,23,70,0,0,0
"LOC105937504",0,0,30,0,1,1,1,0,1,56,0,0,0,0,0,0,3,73,0,23,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,43,1,0,0,0,12,0,0
"LOC105937510",2,1,58,274,2,45,49,2,318,1,0,14,60,110,6,5,119,37,38,1,111,0,6,0,1,0,0,137,193,81,253,14,22,226,183,1,166,0,1,0,117,6,55,98,56
"LOC105937511",0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,27,0,4,0,0,13,0,0,7,194,0,0,0
"LOC105937515",0,0,0,0,212,34,1,0,1,0,0,1,20,0,194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,231,0,396,0,1,0,1,0,4,0,0,0
"LOC105937520",28,0,1,0,0,0,0,0,1,81,0,7,12,1,10,0,222,5,0,0,50,2,1,3,0,1,0,0,0,1,0,12,0,4,1,2,0,0,0,0,0,1,0,0,11
"LOC105937521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937524",0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,54,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
"LOC105937527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937528",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937542",306,609,953,432,580,206,203,778,276,323,266,308,470,150,130,269,453,274,400,278,338,95,499,746,312,417,238,960,420,317,503,647,136,286,372,297,370,610,574,367,389,217,159,290,660
"LOC105937545",385,39,107,232,399,184,341,74,66,136,363,2,226,294,244,1,197,81,144,538,101,204,47,179,16,213,3,224,436,4,191,119,200,503,378,566,2,404,270,23,307,0,515,4,241
"LOC105937554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937557",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937564",58,270,20,57,6,229,246,1,3,421,211,0,224,76,101,342,70,0,195,276,194,151,231,0,89,89,187,294,147,90,529,95,13,360,188,524,6,421,110,168,163,137,142,161,283
"LOC105937576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937578",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,0,0,48
"LOC105937582",19,0,187,0,0,1,27,26,0,225,1,2,8,0,92,1,1,102,2,1,2,1,19,0,0,15,59,1,0,69,1,159,1,0,1,0,11,1,0,2,71,0,0,2,0
"LOC105937584",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1
"LOC105937599",119,80,386,176,357,239,276,218,9,215,93,19,316,389,19,335,409,32,16,108,230,16,231,152,175,19,104,387,601,244,27,102,181,531,173,6,8,198,513,43,249,10,409,337,268
"LOC105937602",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC105937608",0,142,0,1,0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,9
"LOC105937613",0,15,0,1,7,0,0,0,0,0,1,0,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,0,0,0
"LOC105937619",0,0,0,0,0,0,59,0,0,0,68,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,0,0,2,2,0,0,0,0,0
"LOC105937621",0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,0,0,0,2,0,55
"LOC105937628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
"LOC105937633",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,112,0,0
"LOC105937637",0,0,0,22,0,0,1,0,1,23,0,39,0,0,0,0,99,0,1,0,0,0,1,0,6,0,0,0,92,0,0,4,3,0,0,1,0,1,0,0,4,0,0,0,0
"LOC105937645",13,3,1,3,0,1,641,7,14,96,56,1,349,18,101,6,1,0,1,1,19,1,3,91,9,138,50,137,344,0,0,402,232,73,246,479,55,3,128,3,66,21,78,102,83
"LOC105937647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937652",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937654",12,4,336,5,42,167,203,2,63,2,9,1,25,0,54,110,2,15,0,33,240,32,6,12,192,283,81,28,85,0,93,217,56,8,312,81,22,45,0,0,83,8,0,4,61
"LOC105937656",0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,32,103,1,0,65,0,0,13,59,0,11,0,0,0,0,133,0,19,1,10,39,0,8,0
"LOC105937658",0,22,6,35,1,217,167,597,27,39,94,0,27,633,1,1,0,2,73,116,0,105,10,2,82,0,0,1,180,0,0,0,106,0,2,20,0,258,0,1,1,1,38,78,185
"LOC105937661",36,0,17,1,17,87,1,9,0,1,36,0,35,1,0,4,187,0,43,40,0,0,0,2,0,1,1,0,171,0,108,0,0,0,105,0,2,0,0,1,152,0,20,4,0
"LOC105937663",0,0,130,0,5,3,18,1,117,0,0,0,0,0,17,2,44,10,0,0,0,13,0,1,0,0,0,0,0,45,0,0,7,0,0,0,0,81,0,1,194,0,0,0,0
"LOC105937664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937668",0,0,0,2,0,0,16,0,0,1,0,0,1,122,99,166,152,1,55,4,0,0,1,0,0,0,25,41,31,0,1,5,0,2,0,3,0,0,0,433,1,1,3,0,95
"LOC105937671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937679",2,0,0,0,0,0,0,69,0,9,0,3,0,0,41,0,0,0,168,0,0,113,0,0,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0
"LOC105937683",340,172,35,4,96,105,0,320,1,2,27,96,0,3,11,26,61,0,36,51,47,194,21,5,1,0,320,45,292,3,2,54,0,2,46,0,0,1,13,0,159,3,1,175,52
"LOC105937694",309,114,316,2,0,448,96,96,169,66,178,51,258,396,73,30,72,130,0,400,209,110,198,69,9,131,96,252,160,23,11,231,35,142,86,235,103,169,62,24,114,165,6,4,66
"LOC105937695",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,79,0,0,0,0,0,0,16,0,0,0,0,0,0,91,348,0,0,0,9,0,0,0,0,1,0,1,0,0
"LOC105937697",1,0,151,0,0,1,0,0,0,1,0,0,0,6,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0
"LOC105937698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937701",0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937704",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
"LOC105937705",4,1,1,116,0,0,131,394,1,3,1,41,2,0,0,2,127,0,18,2,133,1,1,32,0,5,10,35,2,17,0,1,4,0,49,14,58,74,0,0,3,0,21,2,4
"LOC105937706",3,0,0,19,1,212,25,0,2,0,0,0,0,194,2,2,0,0,11,261,30,0,0,11,23,1,66,238,35,86,23,0,4,30,60,0,0,0,5,0,2,102,49,0,268
"LOC105937707",198,5,1,160,0,0,146,0,191,56,73,1,1,1,0,1,0,26,0,0,8,2,0,1,46,1,0,1,49,1,33,82,0,33,23,0,0,1,3,112,23,0,186,0,0
"LOC105937710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937713",0,0,0,0,0,0,0,0,0,444,0,0,135,0,0,327,0,0,2,1,33,1,0,0,0,1,0,2,0,0,63,4,201,0,0,0,6,24,0,1,0,1,0,0,43
"LOC105937714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC105937720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937729",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"LOC105937734",0,0,2,1,0,0,0,1,89,0,1,0,9,83,52,0,1,26,55,0,20,0,0,2,7,0,0,1,1,0,0,28,0,0,0,1,0,1,0,0,0,159,76,4,0
"LOC105937745",1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,56,0,63,29,0,0,1,0,0,101,0,0,0,27,0,0,0,0,0,0,50,0,161,0,2,0,0,0,0,0
"LOC105937746",1,0,1,18,0,66,61,0,0,0,214,1,75,0,7,1,0,0,74,0,2,207,1,0,2,13,1,0,0,1,1,1,0,0,1,224,0,2,1,77,0,0,39,0,0
"LOC105937751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0
"LOC105937752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LOC105937753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937754",0,0,1,0,1,360,81,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,357,0,0,0,0,0,0,1,0,0,0,96,0,0,0
"LOC105937755",0,6,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0
"LOC105937756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,0
"LOC105937759",1,18,0,1,1,0,0,0,1,106,0,0,0,99,62,1,39,0,0,0,15,1,0,0,1,0,2,0,0,179,0,80,25,1,1,0,1,0,26,0,26,73,160,1,60
"LOC105937760",0,0,0,0,0,0,0,0,0,0,0,0,10,77,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,452,0,3,1,1,0,1,0,0,46
"LOC105937761",178,2,0,0,0,0,0,0,0,0,1,1,26,0,0,0,159,0,69,0,0,0,0,100,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,59,0,0
"LOC105937762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937765",2,0,1,0,0,0,0,1,16,0,1,0,1,1,0,0,23,0,172,0,0,1,0,1,0,111,0,0,1,0,0,0,25,0,147,0,0,0,0,49,81,0,1,0,0
"LOC105937768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,175,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"LOC105937769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,47,0,0,0,0,0,0,0,116,0
"LOC105937772",0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937773",0,80,0,50,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,102,48,0,1,0,0,0,0,1,0,1,3,0,0,259,0,0,3,72,0,59,49,0,0
"LOC105937774",32,0,306,10,13,166,0,274,4,129,20,113,0,0,2,0,11,2,379,73,2,0,72,0,0,6,0,302,100,118,5,27,129,7,0,13,0,38,3,2,59,222,25,1,19
"LOC105937775",0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC105937777",0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105937778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LOC105937779",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"LOC105937781",0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,142,0,2,0,17,0,0,0,93,0,0,0,0,86,0,15,0,0,0,0,1,0,0,0,0,1,14,0,0,0
"LOC105937782",0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,3,28,94,0,0,0,0,0,0,0,0,116,0
